enwiki
0	Main
1	Main talk
6	File
100	Portal
commonswiki
0	Main
6	File
enwiktionary
0	Main
6	File
100	Appendix
106	Rhymes
110	Thesaurus
114	Citations
118	Reconstruction
enwikisource
0	Main
6	File
100	Portal
102	Author
104	Page
106	Index
ruwiki
0	Main
6	File
itwiki
0	Main
6	File
